Sample,Pquery,Multiplicity,"LWR 1","LWR 2","LWR 3","LWR 4","LWR 5"
epa_result,38685082f5d25d2b698333ccfc7af9d9ad9c30a2;size=103,1,0.475846,0.387977,0.0507448,0.0324074,0.0231077
epa_result,20ab7c1b626200408fd8aa477eaf59e1650c237b;size=30,1,0.632215,0.184722,0.182387,0,0
epa_result,2e2f6860ef0c78789ac553299eea0bcbd7bc84bc;size=22,1,0.386273,0.30944,0.291015,0,0
epa_result,0712509f008bff10fcf1fcda17607fc88c6ca0b6;size=61,1,0.688567,0.190603,0.0730491,0.0237692,0.02354
epa_result,585cc9653a44581e9d50d59f65f26f176928ef2d;size=13,1,0.376276,0.226368,0.223365,0.120784,0.0392875
epa_result,049f67a580bb426ab1440bd15bfb23e8edad1e9d;size=14,1,0.29791,0.223453,0.130512,0.110834,0.110487
epa_result,e6c7d8e3f532535302581ab9e9da05df442b13f5;size=74,1,0.483228,0.115088,0.0951164,0.0922884,0.073737
epa_result,111708e0c6d5ea987b7d897cfa1245d2257043f5;size=83,1,0.389238,0.380588,0.22986,0,0
epa_result,e114e0836807ff87ad2b2f4406df5184a829a2d2;size=12,1,0.613876,0.185082,0.125247,0.0383326,0.0368017
epa_result,c04746aab939bc83b8648c7e708505d1b221d11a;size=271,1,0.315572,0.204445,0.150123,0.129923,0.0911005
epa_result,04fd0c8410393203cb37441b060bec5cf3e21aab;size=124,1,0.494353,0.309494,0.0836363,0.0468672,0.0168769
epa_result,caa0d1be61681354f2bab74cb86eb2fcd9a8fecb;size=22,1,0.470745,0.355377,0.11851,0.0269833,0.0185209
epa_result,50161eb3a9c79391ce2b48468e51153e3d364910;size=19,1,0.670309,0.154184,0.139182,0.0314188,0
epa_result,8c0d335f0e718eebadd45a693dec3885fb451c66;size=14,1,0.496941,0.45114,0.0519174,0,0
epa_result,19c3ba39ae0ac5e93005557f8004d53063edca8c;size=72,1,0.521884,0.324329,0.0549962,0.0378742,0.0296338
epa_result,6d8aa95d2f5131351eb8fd2e32d8a6f424755f27;size=31,1,0.251824,0.207655,0.171344,0.0739561,0.0523038
epa_result,54d7a8a1c69eb8ec2da9e981ecc89e4cf1eb55fa;size=153,1,0.559812,0.35365,0.0371437,0.0246948,0.0245902
epa_result,0e0b75bac57466fd4123047a258fa8fa4725f60c;size=19,1,0.50681,0.126809,0.0970563,0.0958511,0.0514187
epa_result,0e39f505083f66b9ba4bc1f5f781ab125f8477d3;size=45,1,0.246593,0.209586,0.209045,0.208555,0.0497055
epa_result,e9dd11c9695b50056f8b66e1ce2c5074e56a50d8;size=245,1,0.314231,0.310185,0.14853,0.0783754,0.0625475
epa_result,d49b5dffe269d205d236d1875c41fe76dbc169ac;size=95,1,0.238669,0.212044,0.21116,0.206767,0.0638619
epa_result,69bd6ed571482ceb70d8f986a51a3447b0292892;size=119,1,0.366237,0.360263,0.173562,0.0343791,0.027009
epa_result,cb40839bb60befdd6a4516c1442d9249d9316bc0;size=10,1,0.216305,0.148044,0.118333,0.111451,0.0688679
epa_result,c4da0aeba4e81f27510709bb77faa5af07460a32;size=384,1,0.36999,0.192416,0.192355,0.189239,0.0452742
epa_result,66224a69ec6f5f3d8bd5c7198bdcdc88883d45d2;size=25,1,0.478324,0.270214,0.207525,0.0148154,0.0147475
epa_result,a54bd3d51a9c9885578c71f3be1228bf48379f5e;size=579,1,0.294946,0.221685,0.221623,0.197395,0.054062
epa_result,1c34fdf281736217b734c524c096d50d0ef52a80;size=20,1,0.379947,0.378484,0.223884,0,0
epa_result,d3a754c6f5a8583734f4632ea35fce2904de7752;size=83,1,0.571373,0.133574,0.130648,0.102152,0.0213326
epa_result,84235b87c524a0c6376de61675e4a3872c62e4fb;size=1587,1,0.675504,0.104237,0.102924,0.101762,0.0153849
epa_result,012e131ca47f72f41cf1e1637de84d6fa84c01a2;size=30,1,0.460272,0.366728,0.108234,0.0428474,0.0216844
epa_result,d529c2132c45b18cffdcd24fd880e3bda2a61bb2;size=15,1,0.648158,0.120062,0.0647313,0.0544899,0.0544523
epa_result,0b7014b2b55e6fd4eaf4d10b7a1a7c5d80563550;size=14,1,0.522197,0.267013,0.0709315,0.0707019,0.069143
epa_result,d4f2887316bfa9b5a0fff9703df7ef8264878bef;size=1607,1,0.349617,0.348066,0.101628,0.085232,0.0524326
epa_result,b2c61634dc2915fceb406fa91a8a76a582d73751;size=11,1,0.473915,0.466259,0.0321874,0.0268026,0
epa_result,5eed1ce246b76ee21c9a2be98ddfe25d5caeaa99;size=454,1,0.449133,0.230064,0.227032,0.0937663,0
epa_result,e73b5acaea0348a2d289235e2d40ce2d114ec2d4;size=154,1,0.417258,0.41385,0.166671,0,0
epa_result,c0ee05a51c4c7b53c3871a898a1685ceae0232cb;size=15,1,0.419686,0.414102,0.15654,0,0
epa_result,850859d78acc3eda25cb282457af71d04f08b09d;size=261,1,0.442686,0.434688,0.116298,0,0
epa_result,5a09367e9587fe528d9cc3b82d108fdee3e28028;size=212,1,0.48732,0.455992,0.0532993,0,0
epa_result,b4ac521dda3fada3f64dd1aec53b9a60c0c5bbff;size=13,1,0.403978,0.403298,0.192527,0,0
epa_result,a5a642dd4be171e7cc3861d8cf2f2e3f813a5923;size=25,1,0.452428,0.443685,0.103558,0,0
epa_result,fff550575a912bebb9bcec21170d8c202b7bbe41;size=36,1,0.271751,0.270889,0.25584,0.0966628,0.0773118
epa_result,97f3418d80c7f2991c2db87c3953140c4a16422d;size=56,1,0.677885,0.160609,0.159473,0,0
epa_result,ad1ba0ee0148f29704af0e39e414661704673cda;size=57,1,0.417916,0.41751,0.164421,0,0
epa_result,49900b404d5a47e2de19cc1a0c8f4151d9493bd0;size=181,1,0.335188,0.334773,0.330039,0,0
epa_result,abd0368501db5d22a436a4329ecffceaf47d02d6;size=19,1,0.392515,0.388806,0.184295,0.0319518,0
epa_result,dccbef96744f6541a173d9e9e43cc7f9149f1c29;size=18,1,0.40113,0.394854,0.203946,0,0
epa_result,4f84c2c0855c15ae005994561c826af44be085cf;size=35,1,0.338714,0.336275,0.318783,0,0
epa_result,308335d6ef049e1a3242fea8fa937b4ab2d998c4;size=374,1,0.534063,0.128806,0.121012,0.0673795,0.0672344
epa_result,99cb4e0c2252e0fb3fde105a4da0f1d25056200b;size=64,1,0.600636,0.184494,0.17013,0.0439228,0
epa_result,e73d6ab02142c9353b362d9d15d45f9b0a8db17a;size=11,1,0.338831,0.333484,0.325806,0,0
epa_result,6909fc4caed1c2b625cc54665e1457df49ab3341;size=699,1,0.310127,0.310089,0.305563,0.0742207,0
epa_result,6d943dca556909431f7abafbb2477bc2ec92321a;size=14,1,0.378128,0.37471,0.237073,0,0
epa_result,fe3c5581c77496ae877aa54fa5b4ba91875858c6;size=13,1,0.497366,0.48896,0,0,0
epa_result,de501251b7583fefee3a8914cf05a367d6c5cc24;size=284,1,0.424046,0.422603,0.15333,0,0
epa_result,316ba034a2768d171b5412fd05d8440f768a715c;size=514,1,0.426312,0.425499,0.147904,0,0
epa_result,30a63c1ac06794a986d351b6e881661e53323ba1;size=91,1,0.14777,0.146731,0.146144,0.130632,0.129172
epa_result,7ffdb932ac58524dbc11238b226cb0499edceeff;size=11,1,0.557568,0.190566,0.058773,0.0488337,0.0486971
epa_result,274e064ce6cddd24701be5ae377357458f23e250;size=48,1,0.261568,0.254949,0.184789,0.13041,0.0638043
epa_result,a8e9838470f71682192dfe30ea37b448343a6a93;size=203,1,0.342573,0.255478,0.186481,0.112143,0.0799666
epa_result,0e66d61088d6e5df91f4e2cc2ba4fe1f0c819c66;size=153,1,0.254333,0.225034,0.141399,0.0936659,0.0926796
epa_result,c349b3d52067644002864597dc67cdf569c07c88;size=10,1,0.442816,0.202781,0.105388,0.094353,0.0757759
epa_result,44ec05b27b0a043842e84042caec52c4b6666115;size=108,1,0.331848,0.3303,0.237605,0.0300547,0.0296699
epa_result,6c394e33b5ea990d2c2da2ac14c9e13ae48d47e1;size=11,1,0.546658,0.121986,0.121537,0.113095,0.0301758
epa_result,3a8cd201bb3d9cc04b8bb8c75ed5c6b6103ef4fd;size=73,1,0.178223,0.167817,0.165554,0.132158,0.104228
epa_result,89fcd7cb9ea9686ed3e5a5e774f2d9f19f2ab8a3;size=37,1,0.317635,0.312375,0.274384,0.0360335,0.0201163
epa_result,b9a39c06f12873ebf2666a175bd6d588da29195e;size=11,1,0.386829,0.13573,0.133595,0.130455,0.129795
epa_result,0019f2558fe02becc74ddd9075565db2341cdb2d;size=52,1,0.329906,0.329408,0.326625,0,0
epa_result,0e6d1db5e3b3cded5e791448962a5e9f60f1cc5a;size=114,1,0.409511,0.40775,0.169863,0.0100745,0
epa_result,04338f8afb0537de11e6732f209f5432e03cc3bf;size=250,1,0.537491,0.166325,0.147728,0.147324,0
epa_result,d57c6c45eb8ee0868d340c6ba956e660d5b24576;size=188,1,0.310834,0.310239,0.308216,0.0353888,0.0353227
epa_result,4115e142a99d77e709d7553dd53923f9b3ac92f4;size=209,1,0.545547,0.149519,0.149383,0.0777871,0.077763
epa_result,b15d3426b19cc1bdacdf7913466c948c3b359539;size=16,1,0.248819,0.215294,0.2151,0.201897,0.0782601
epa_result,98522683e37f46852fa4ad4143fa3626b5e7b538;size=248,1,0.360102,0.359502,0.111287,0.0947938,0.0743154
epa_result,e73d65e84bd7eeee22b621548bd7ad9f369da2b5;size=13,1,0.489319,0.28076,0.159889,0.0236748,0.023589
epa_result,3fe99f28ec69defa1fb5113bd1ebde7b36d1b6a5;size=94,1,0.292228,0.27806,0.142481,0.142061,0.135415
epa_result,0040cf83740ed5970060ed581d8c682edfb1c34c;size=19,1,0.521602,0.409803,0.0237143,0.0176499,0.0176009
epa_result,2668a86d5142f32e0e4c45c8c47f5b189b20e6d2;size=42,1,0.50841,0.44889,0.0159635,0,0
epa_result,b95eacad2d5c9e289490b2506dfb960419cb32b4;size=91,1,0.615289,0.195174,0.167177,0.0173633,0
epa_result,8fdbaf0d9ed040866f1f74e8ec37b31be2866b38;size=970,1,0.404519,0.159077,0.159053,0.138688,0.138663
epa_result,5dcadfdb40a9731210a53946916251d7400f5f2d;size=20,1,0.321997,0.258052,0.227718,0.146917,0.0435641
epa_result,18bba9fc96d41d642f51bb301383ff8472ba59be;size=86,1,0.497127,0.210269,0.155744,0.0505191,0.050399
epa_result,eebb786933763ea8e4993036edc426086c6aad68;size=80,1,0.327291,0.170521,0.168896,0.167634,0.165658
epa_result,4bda11dd029c37b90c3aff8d2d3ba575736c72c2;size=97,1,0.551164,0.209369,0.209218,0.015145,0.0151038
epa_result,9a763cb0214d1108ee05c581c4eb15d58fb3ac2f;size=12,1,0.647571,0.195747,0.0786277,0.0779572,0
epa_result,1671bf7afa305062f1ae65e8f8a14d0da4bdb4e8;size=20,1,0.380203,0.272848,0.272676,0.0666214,0
epa_result,51d39505110e79845841d5bee8b80c7f03e1971f;size=18,1,0.2809,0.280417,0.244932,0.108997,0.0795554
epa_result,3fd4ad7af760d4b30d7db52472c1be6480bf292f;size=39,1,0.529024,0.310956,0.155362,0,0
epa_result,20ed71afb15df3d1a2c60b4de9c6d2d5c0993e61;size=258,1,0.535372,0.329806,0.106094,0.0208185,0
epa_result,da9be595fb3f7803ee220261ca7f5bd9be45a720;size=19,1,0.526048,0.462583,0.0104545,0,0
epa_result,a657733bb06633982e037f702ca24ff5855bfd85;size=55,1,0.23163,0.229551,0.206981,0.206655,0.115257
epa_result,8ddccea4467c1bfc6bfd4b9e0fb120067faf3287;size=17,1,0.442612,0.319558,0.199611,0.0347813,0
epa_result,95809f485c4338368f6e9d0ea2753b943a0260c0;size=74,1,0.458701,0.411629,0.043969,0.0371417,0.0370215
epa_result,d032d267b37e3b6572e9a40362151fbff1cc08a9;size=36,1,0.645323,0.17801,0.17666,0,0
epa_result,8cb41f8d4be742ee5dfd7a609ca3e16fca88587f;size=33,1,0.505799,0.226785,0.210955,0.0553746,0
epa_result,be53f85ca28429b3aed6c77f7e0b86b1d6e82596;size=16,1,0.427108,0.146117,0.145742,0.140522,0.140511
epa_result,9b880e5c543429c9efa8c64c91aeb7edad3455bb;size=971,1,0.356232,0.230822,0.230777,0.182169,0
epa_result,cbb17d7e7bf24eb647f7569378bfc9e0cda2d028;size=10,1,0.30548,0.235456,0.180555,0.12712,0.126853
epa_result,0ee5cb137c3a8cc22f8b1aebebc2461687d3497d;size=539,1,0.352526,0.144502,0.144494,0.131633,0.131116
epa_result,aa53253d6965f223c389151bc228c1c5e70bb9a1;size=23,1,0.513011,0.220214,0.138947,0.0785465,0.036826
epa_result,243d02dbecd0c8e3997c46f336e67fde43ee8ab3;size=11,1,0.664384,0.128947,0.0598771,0.0597903,0.0435082
epa_result,1ac1af173a27042d091863658e45307b6137fbce;size=237,1,0.324873,0.249529,0.246787,0.169176,0
epa_result,e1d33bed3cbcf1251767a03ff9fde6cab60e5768;size=100,1,0.374674,0.17294,0.168651,0.0949959,0.0944449
epa_result,c981629f0ca3a5fa4901947c96c4177b9b3c5af9;size=60,1,0.487366,0.0979227,0.0912754,0.0910676,0.0910321
epa_result,3a96a1cb13f1b3d96a0f89b9169fbee3bd6cb5af;size=137,1,0.548175,0.327625,0.053577,0.0286804,0.0286556
epa_result,2f819d4e09db76cfc2f7fed67c15a2548c9b4849;size=24,1,0.351852,0.311845,0.127592,0.0852397,0.0830819
epa_result,024333252de1e149800942222080eaeedf29cbcd;size=13,1,0.29193,0.111836,0.11182,0.111587,0.111065
epa_result,ff0e399135473cd6d8e0539c9b38bb1900b02d36;size=1520,1,0.155594,0.129602,0.129515,0.0977378,0.084185
epa_result,2b0381e43a264fdbf82f21db19a7a36ce45eeec1;size=48,1,0.239484,0.223229,0.145651,0.112562,0.111845
epa_result,32060cf92e16ab842d712deba3a6e27ce33f74b6;size=178,1,0.603679,0.314811,0.0394963,0.0325946,0
epa_result,f5e299e75df9170c30f777ac4003a24f17093c32;size=48,1,0.558552,0.135483,0.072209,0.0677316,0.0368092
epa_result,98cdfb5207269e30619c8ca68ce86573c02c5d89;size=10,1,0.286493,0.212088,0.209638,0.168424,0.0411004
epa_result,72178153807f76d0c1a8d6df15e73481483d2ca4;size=10,1,0.282866,0.266557,0.180085,0.0903033,0.0764673
epa_result,cb361c2ebfe48d1eaa465e476bf789fb8b60062c;size=46,1,0.254237,0.202131,0.20019,0.108252,0.103429
epa_result,b2de1e365935ab448211ad32e0637a6e87333cb4;size=123,1,0.423778,0.288759,0.287463,0,0
epa_result,f72f9ecd9e2dc42ea6d30619451dd88e9e54d178;size=156,1,0.303927,0.302652,0.196722,0.119719,0.0489963
epa_result,53d9da53915f3d1cb401eb6ee4206baed615fee1;size=23,1,0.438015,0.134897,0.112266,0.111932,0.0849573
epa_result,00baf987afa67dd2cbf1617c3a5bd6c15b91683c;size=211,1,0.551173,0.17603,0.137733,0.0998537,0.0114945
epa_result,ab06bd3c13fa01058fee706abec51d5a1715ca5a;size=78,1,0.520331,0.297124,0.172403,0,0
epa_result,9457f6083911381cbb4d41d5a6ff2e0105c0aab4;size=167,1,0.481871,0.382897,0.0958272,0.039086,0
epa_result,b9377dec7f19f0f38fcf9432307467ff8640563e;size=39,1,0.398455,0.329129,0.176556,0.0632118,0.0229441
epa_result,e9c3201ca357c83c10b72744fa086da977b47ad9;size=147,1,0.472071,0.205006,0.0994243,0.0968184,0.053051
epa_result,06bf20362abae219d949ff93866606a99cb43433;size=69,1,0.484204,0.272821,0.192868,0.0495851,0
epa_result,1857d25d3ac788902b27534c72a5111b66e00345;size=18,1,0.50668,0.199385,0.176777,0.0998245,0
epa_result,9cb32275405ab7067ca0f7d3acc4c7f3e93b2d22;size=109,1,0.356094,0.312146,0.0997767,0.0847006,0.0776193
epa_result,9c1c0f1d1bbfa6245517aedcdf642a68f2a292c5;size=297,1,0.555122,0.261017,0.152215,0.0110189,0
epa_result,84c4f69133ec3389c98d1ba1432ba09f437d27de;size=30,1,0.229572,0.207438,0.171585,0.167982,0.0853935
epa_result,8ded601093f7e4513090b829e8286d5f1a2580d6;size=86,1,0.393478,0.264118,0.211587,0.0910544,0.0378907
epa_result,2368709f89b01022f959a26cf06b6af4c22099e3;size=14,1,0.326108,0.320893,0.163243,0.125467,0.062285
epa_result,410770c220b5b25b570a17f9e0851a84cd7ff2a5;size=46,1,0.377834,0.301534,0.300244,0.0175032,0
epa_result,e17bba4b81ff47a97bef91ad63f8066956b9d6c6;size=18,1,0.345215,0.334301,0.129582,0.119569,0.0322569
epa_result,287d4b48876b61cfe73d3b7e2623459d0da4c243;size=31,1,0.371175,0.305424,0.0960259,0.0886653,0.0627413
epa_result,aeec015be2a3d2e01bf452b4b9f9e66e48887750;size=23,1,0.40142,0.399595,0.175629,0.0203439,0
epa_result,2ecfe82dbd027b188c0c626d232a70bfcd5cba9b;size=36,1,0.441139,0.428183,0.094452,0.0297019,0
epa_result,ca0696bca8ab6e2d40f77ffb635a3ad6ba139453;size=419,1,0.633903,0.182686,0.15289,0.0216364,0
epa_result,eb7c956e117000d6606e9b1e85c2e576449bc524;size=67,1,0.52641,0.113238,0.093856,0.0901056,0.080044
epa_result,00b9298e7c634ddb67af2f25b4ac431a76ac9a2a;size=1510,1,0.352766,0.315191,0.208949,0.0751474,0.0442627
epa_result,1b9c274b77803728ab64358a2c7ca395aa559c57;size=29,1,0.530293,0.428321,0.0412797,0,0
epa_result,79c25903ea97cc2c06bcbbf352ca61174582e271;size=278,1,0.454336,0.378498,0.11993,0.0375943,0
epa_result,f015b9faafd497638881c35ccd8f3a9eacd483ad;size=12,1,0.350056,0.211113,0.191347,0.170144,0.0428776
epa_result,3c7e6c2c695228f40d99697d45562a84a42e60e3;size=13,1,0.456755,0.455908,0.0624724,0.0185032,0
epa_result,7aff52bda04d958932112fe5e4d79bde04002058;size=530,1,0.251492,0.220176,0.199693,0.1633,0.0701343
epa_result,d6499d549999b7340234111abc271026f806a888;size=51,1,0.396324,0.392592,0.189668,0.0186008,0
epa_result,c7327bac0aed5c5c3767fb3916d514e0b079deb4;size=774,1,0.3217,0.291697,0.203302,0.0931299,0.0747016
epa_result,297e081b77377b70c9a4bc0864966cc85b7ec619;size=42,1,0.615787,0.209339,0.151973,0.0137063,0
epa_result,e77a6e76b6a10cd1ace5169df9e926e1b4cbf84f;size=624,1,0.385408,0.276887,0.227352,0.0300142,0.0293191
epa_result,39d51a5090cc1bb6b01babed86ced7233c9dfee4;size=12,1,0.309074,0.270273,0.222315,0.0871581,0.0852772
epa_result,3c3d4dde7c380a69766095478e199065c81a88b6;size=39,1,0.518659,0.120745,0.120384,0.101814,0.085209
epa_result,ad26d2f4f87e2ab701bbe1e9a28042bcd05dfe24;size=50,1,0.366744,0.306027,0.198413,0.0529038,0.0528616
epa_result,0d1eb023f0bd6176fd82858d52cf7d3684f4e062;size=15,1,0.660205,0.223144,0.102867,0.0112923,0
epa_result,52f3e694288368f048e3713f45794fe0af8d20c2;size=45,1,0.558487,0.210314,0.153734,0.0684213,0
epa_result,208a1eaad7d16c0cabe20b1abe722c3ad033b006;size=127,1,0.209019,0.162627,0.15776,0.11498,0.113672
epa_result,f1a772dbab97422626f8b03a2b13adca1ffdd293;size=21,1,0.369908,0.299585,0.298646,0.0158668,0.0158185
epa_result,a421c7ecde05d8efa72167a3d3edf21d5e3d2900;size=248,1,0.673945,0.281252,0.0152765,0.013423,0.0125282
epa_result,03ea2d6c73d0a1b3bfccfdee3deb2479a84340c2;size=29,1,0.454542,0.352446,0.144831,0.0302744,0.0119374
epa_result,d675ab59669896a4097453b98c604c8b3c15b693;size=3248,1,0.338591,0.330726,0.330015,0,0
epa_result,78c09c4859982bdb60a19b740b4ae7ed1ea465b3;size=12,1,0.520613,0.470662,0,0,0
epa_result,168661fe693ed693f429dffc46981abaaa52b980;size=18,1,0.350991,0.28956,0.229127,0.114815,0.0135431
epa_result,1bf568e177674c83a1f7366dea63d2a81a610cb8;size=168,1,0.428719,0.427451,0.137445,0,0
epa_result,21a39d728dbe2e41e905067da96bcafc9e46a144;size=26,1,0.402855,0.378885,0.113635,0.0472806,0.0397995
epa_result,2b043b0769daa9443de5b8e5107d2347aa22115a;size=11,1,0.563662,0.293812,0.138895,0,0
epa_result,ac7c4a99b81e6fa5ec92d32f07c3eed54589e6f4;size=21,1,0.56256,0.171923,0.115568,0.111006,0.0146183
epa_result,77d4605c234d274c9e5e0d71f991d6706df7db80;size=12,1,0.680251,0.0967322,0.0743745,0.0550954,0.0394893
epa_result,0a0fc75ce8e10af3ead317891185acbbb84601f5;size=36,1,0.386323,0.300954,0.228885,0.0837945,0
epa_result,cf9a824c654872315ce86c470ab7fe55b7a984ef;size=59,1,0.486036,0.260771,0.221702,0.0141389,0
epa_result,7c4a62dfd51083a5efb8e9cae4fd4cec753ef3b2;size=18,1,0.643862,0.104744,0.100864,0.0755956,0.0738147
epa_result,0a9f45b970909c5339317a4cacf4c67b9d7a01b8;size=88,1,0.456105,0.262026,0.123709,0.0551047,0.0545711
epa_result,f37406318137629cd045009582c54fd00ae510b8;size=284,1,0.464499,0.242459,0.162427,0.0641497,0.0241507
epa_result,143819e40b62b1af91079f68133503f0b3d18c03;size=29,1,0.388055,0.226372,0.159086,0.0779127,0.0474512
epa_result,a0a08a979156542608979a897d3ec09f9c0292f7;size=66,1,0.613703,0.219129,0.142215,0.0185551,0
epa_result,b5bdb2948e62b662d52047dc7ca1f3269d16a106;size=21,1,0.391129,0.318665,0.266122,0.0188442,0
