name	LWR	fract	aLWR	afract	taxopath
9c1c0f1d1bbfa6245517aedcdf642a68f2a292c5;size=297	0.9119	0.9311	0.9119	0.9311	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
84c4f69133ec3389c98d1ba1432ba09f437d27de;size=30	0.6276	0.6701	0.6277	0.6702	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
8ded601093f7e4513090b829e8286d5f1a2580d6;size=86	0.8783	0.88	0.9385	0.9402	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
2368709f89b01022f959a26cf06b6af4c22099e3;size=14	0.9175	0.9193	0.9441	0.946	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
410770c220b5b25b570a17f9e0851a84cd7ff2a5;size=46	0.8722	0.8747	0.9557	0.9584	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
e17bba4b81ff47a97bef91ad63f8066956b9d6c6;size=18	0.8923	0.8923	0.9105	0.9106	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
287d4b48876b61cfe73d3b7e2623459d0da4c243;size=31	0.8398	0.8621	0.9025	0.9265	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
aeec015be2a3d2e01bf452b4b9f9e66e48887750;size=23	0.9235	0.9263	0.9541	0.957	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
2ecfe82dbd027b188c0c626d232a70bfcd5cba9b;size=36	0.9366	0.9428	0.9493	0.9555	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
ca0696bca8ab6e2d40f77ffb635a3ad6ba139453;size=419	0.7991	0.8063	0.9748	0.9835	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
eb7c956e117000d6606e9b1e85c2e576449bc524;size=67	0.7094	0.7178	0.7248	0.7334	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
00b9298e7c634ddb67af2f25b4ac431a76ac9a2a;size=1510	0.9363	0.9398	0.9808	0.9844	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
1b9c274b77803728ab64358a2c7ca395aa559c57;size=29	0.9557	0.9558	0.965	0.9651	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
79c25903ea97cc2c06bcbbf352ca61174582e271;size=278	0.8827	0.8913	0.9623	0.9717	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
f015b9faafd497638881c35ccd8f3a9eacd483ad;size=12	0.9004	0.9017	0.9365	0.9377	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
3c7e6c2c695228f40d99697d45562a84a42e60e3;size=13	0.9589	0.965	0.9703	0.9765	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
7aff52bda04d958932112fe5e4d79bde04002058;size=530	0.5182	0.5192	0.9259	0.9277	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
d6499d549999b7340234111abc271026f806a888;size=51	0.9252	0.9278	0.9578	0.9605	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
c7327bac0aed5c5c3767fb3916d514e0b079deb4;size=774	0.9165	0.9309	0.9656	0.9807	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
297e081b77377b70c9a4bc0864966cc85b7ec619;size=42	0.8745	0.8826	0.979	0.9881	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
e77a6e76b6a10cd1ace5169df9e926e1b4cbf84f;size=624	0.5262	0.5275	0.6237	0.6252	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
39d51a5090cc1bb6b01babed86ced7233c9dfee4;size=12	0.5921	0.5979	0.613	0.619	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
3c3d4dde7c380a69766095478e199065c81a88b6;size=39	0.5516	0.5525	0.5516	0.5525	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis
ad26d2f4f87e2ab701bbe1e9a28042bcd05dfe24;size=50	0.8747	0.8835	0.983	0.9929	Eukaryota;SAR;Alveolata;Perkinsea
0d1eb023f0bd6176fd82858d52cf7d3684f4e062;size=15	0.8363	0.8384	0.9847	0.9871	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
52f3e694288368f048e3713f45794fe0af8d20c2;size=45	0.8729	0.8809	0.9665	0.9754	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
208a1eaad7d16c0cabe20b1abe722c3ad033b006;size=127	0.663	0.721	0.6892	0.7495	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
f1a772dbab97422626f8b03a2b13adca1ffdd293;size=21	0.9935	0.9937	0.9935	0.9937	Eukaryota;SAR;Alveolata;Perkinsea
a421c7ecde05d8efa72167a3d3edf21d5e3d2900;size=248	0.7746	0.7774	0.9881	0.9917	Eukaryota;SAR;Alveolata;Perkinsea
03ea2d6c73d0a1b3bfccfdee3deb2479a84340c2;size=29	0.8821	0.8874	0.9745	0.9803	Eukaryota;SAR;Alveolata;Perkinsea
d675ab59669896a4097453b98c604c8b3c15b693;size=3248	0.9044	0.905	0.9044	0.905	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis
78c09c4859982bdb60a19b740b4ae7ed1ea465b3;size=12	0.9665	0.975	0.9665	0.975	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
168661fe693ed693f429dffc46981abaaa52b980;size=18	0.9064	0.9082	0.9587	0.9606	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
1bf568e177674c83a1f7366dea63d2a81a610cb8;size=168	0.9344	0.9404	0.9639	0.9701	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
21a39d728dbe2e41e905067da96bcafc9e46a144;size=26	0.8917	0.9077	0.8933	0.9092	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
2b043b0769daa9443de5b8e5107d2347aa22115a;size=11	0.8508	0.8539	0.9854	0.989	Eukaryota;SAR;Alveolata;Perkinsea
ac7c4a99b81e6fa5ec92d32f07c3eed54589e6f4;size=21	0.8943	0.9037	0.936	0.9457	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
77d4605c234d274c9e5e0d71f991d6706df7db80;size=12	0.7179	0.7284	0.9787	0.993	Eukaryota;SAR;Alveolata;Perkinsea
0a0fc75ce8e10af3ead317891185acbbb84601f5;size=36	0.9612	0.9612	0.9927	0.9927	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
cf9a824c654872315ce86c470ab7fe55b7a984ef;size=59	0.8344	0.8491	0.9588	0.9757	Eukaryota;SAR;Alveolata;Perkinsea
7c4a62dfd51083a5efb8e9cae4fd4cec753ef3b2;size=18	0.6021	0.6028	0.6022	0.6028	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
0a9f45b970909c5339317a4cacf4c67b9d7a01b8;size=88	0.8005	0.814	0.8383	0.8524	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
f37406318137629cd045009582c54fd00ae510b8;size=284	0.5531	0.5632	0.9386	0.9559	Eukaryota;SAR;Alveolata;Perkinsea
143819e40b62b1af91079f68133503f0b3d18c03;size=29	0.8896	0.9097	0.9165	0.9371	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
a0a08a979156542608979a897d3ec09f9c0292f7;size=66	0.8427	0.8482	0.9757	0.9819	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
b5bdb2948e62b662d52047dc7ca1f3269d16a106;size=21	0.8743	0.8789	0.9525	0.9575	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
ccba5b38826f59feb80453c5428dd16197219c25;size=13	0.8564	0.8589	0.9533	0.9561	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
327544a901cb20000b0775ae21808f2c7c01bc15;size=28	0.8618	0.8626	0.9231	0.924	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
3a9590b154b84a706b9a65d2e7e1fd26d6e02ebc;size=31	0.9279	0.9373	0.9535	0.9631	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
1f1bcadbb5e48526948b680878139041f6c295e5;size=10	0.9115	0.9154	0.9645	0.9686	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
82fb3b2b24e42f4e9ea62e59cf5a0a9a1e785ae3;size=63	0.8303	0.8307	0.9652	0.9656	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
8536d5aad345c8c3711c7b1384ebee3b8283158c;size=14	0.9078	0.9187	0.9337	0.9449	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
3107d9da5be775b4e2c18eaa8b677e26871a4bd6;size=25	0.7833	0.7862	0.7833	0.7862	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis
97e4a78ff57aa8347da5806cc8036e1b19cdc94c;size=15	0.5463	0.5465	0.5463	0.5465	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis
159766c7f09be197d9b9bd704a60f8f06714efca;size=31	0.9313	0.9328	0.9727	0.9743	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
0cf509ba6bf5924cf3c1e8a4d43f3f232408df59;size=43	0.9158	0.9165	0.9656	0.9664	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
dca52db9b28cccaf688bf498bdba0d63d310df25;size=18	0.875	0.8899	0.9383	0.9543	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
78a3f186c904784711b06ce289f2a35ea5a30e65;size=28	0.9557	0.9616	0.9636	0.9695	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
86d5615ee48704ef8a61ec07417bc21bcd8ff199;size=21	0.9028	0.9097	0.9664	0.9738	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
82d30933fbd5ecff0efe47ccffe10a8e96193c31;size=23	0.9489	0.9499	0.9585	0.9595	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
a008cd09d0fd436c905b1e2bf674ce20982718ba;size=46	0.8423	0.8429	0.8423	0.8429	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
77c6a383a001b1514f21665804674e337f5d79e7;size=22	0.4502	0.4589	0.4651	0.474	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
ce45b0f03566ecf752f5d2ca49f0a2cd271c032c;size=47	0.9745	0.9756	0.9745	0.9757	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
47db807626508ff4fe8fd8553cd7898341401b88;size=12	0.6584	0.6591	0.6584	0.6591	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
dc72a0465e01f7079e89342f2f0d06a1537b289b;size=301	0.9245	0.9256	0.9868	0.988	Eukaryota;SAR;Alveolata;Perkinsea
31be00a602e9fef24ff5cdc7c802607e4f1df9b3;size=19	0.7663	0.7758	0.7696	0.7791	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
145167be075c058e624879b7d8486979d2b4043b;size=20	0.9222	0.9242	0.9686	0.9707	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
1ffa8662c6b257457995deb03343e91f00a44444;size=38	0.6144	0.6566	0.631	0.6744	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
f1c9c3bdb8022fc11bfd6459f7cab5f76b7c123d;size=27	0.8222	0.8358	0.841	0.855	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
d3f0cd38cc4383469d61f365dfcf9f233e0d1041;size=111	0.8876	0.9119	0.8876	0.9119	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
e1ed47bbb7b167154e5b4a829094b6196f29e32c;size=389	0.8524	0.8749	0.9158	0.9401	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
4255be5a64a107b7d8bdf46ec48c57c9e8ebd418;size=47	0.6779	0.6847	0.9679	0.9775	Eukaryota;SAR;Alveolata;Perkinsea
83f9513c95ade4c31a142c2580e3e831bffdb0d3;size=21	0.8263	0.8275	0.9848	0.9862	Eukaryota;SAR;Alveolata;Perkinsea
8624050b8fb069d6191706ab327e11769d26d559;size=102	0.8069	0.8096	0.9585	0.9616	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
a11a79621c61033f93c4598a1991531e88b0d6b7;size=424	0.8246	0.8275	0.9631	0.9664	Eukaryota;SAR;Alveolata;Perkinsea
c80f08b6fd93cbfe3d60a66a4ad56e56626fa743;size=38	0.9241	0.9276	0.9507	0.9543	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
8d5e454940a7029783104a73111ec6abe9a4a524;size=230	0.9614	0.9617	0.9766	0.977	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
9256bd8a5a1ea3a38280d9937769310b0ed8279f;size=405	0.8521	0.8639	0.9038	0.9164	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
17af1e85ade4b73a9f1544ad7ea16f1cadf4a5ee;size=35	0.5379	0.5382	0.9879	0.9885	Eukaryota;SAR;Alveolata;Perkinsea
cb74a7e33991cdcac14a4e8afda963c693759279;size=98	0.9192	0.9216	0.9192	0.9216	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
aa8e7e45ecf679ed0f74fd042aa06eff55408a60;size=15	0.7876	0.8053	0.8201	0.8385	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
70ac9367b4b4282f1da9d5ecf67fc5e9ff499e32;size=726	0.9426	0.948	0.9474	0.9529	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
8b9dc2234227fe2c6ae5ca8d58d8fd57e71571b5;size=23	0.7509	0.7626	0.9437	0.9584	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
d8d81c4d025e8b5a2dd26d68f0fa21fd7df7b5e7;size=21	0.8548	0.9011	0.8817	0.9295	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
03bbcb0eb988d5fec39bd315f6f526f4d743fd57;size=31	0.9707	0.9728	0.9922	0.9944	Eukaryota;SAR;Alveolata;Perkinsea
1f11b196aeb33dbb73f9dc02bb3154aee9333297;size=74	0.777	0.7803	0.777	0.7803	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis
718ae67420b68a302e4b70bdf5d3718ee9c16ef7;size=143	0.9035	0.9051	0.9612	0.9629	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
e18909368671ce955dc886879f07429356395b4a;size=823	0.9257	0.9282	0.9576	0.9602	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
85a435805502ed223a9e77d8611f6beb7ce972c8;size=122	0.9908	0.9963	0.9909	0.9964	Eukaryota;SAR;Alveolata;Perkinsea
dcae458a30f311145a441ad4ef9beeed75f95da1;size=42	0.5766	0.5833	0.9534	0.9644	Eukaryota;SAR;Alveolata;Perkinsea
ca0965d7ae614886315df950270a34dfb3fc9329;size=15	0.6948	0.723	0.7947	0.827	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
5e7b505d467308c0e974531175955b4878e03dca;size=40	0.878	0.8787	0.9884	0.9893	Eukaryota;SAR;Alveolata;Perkinsea
9b8bb9dfafe0bb0ce88ec99647dac021ac4693e3;size=36	0.6598	0.6677	0.9458	0.9572	Eukaryota;SAR;Alveolata;Perkinsea
b67786565c1bde27e4e388794c10d913434c5f66;size=35	0.9362	0.9366	0.9851	0.9855	Eukaryota;SAR;Alveolata;Perkinsea
72e5e959b49923a9914e8cebc92e4cde37c6bf79;size=14	0.9779	0.9875	0.9779	0.9875	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
5fdd4ee9dfc95b1a413cdc69b1d431bb501b8c2c;size=72	0.7701	0.7816	0.9698	0.9842	Eukaryota;SAR;Alveolata;Perkinsea
bf857de76369368cdaf548eb6a77265b9f95da8b;size=230	0.923	0.9438	0.9231	0.9438	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
14cbe79ddf130849d505366ec6d4de88b1c1c9b9;size=15	0.748	0.7516	0.8004	0.8042	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
f383da97909e1258e6043a78cbfeda0409334bcb;size=166	0.7671	0.7683	0.9621	0.9636	Eukaryota;SAR;Alveolata;Perkinsea
c3bbe3fc8a3f018398203742b759c82ec4455be7;size=20	0.9255	0.9282	0.9501	0.9529	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
02f113c728ab2a577c2314a1e5f757a7b49aff84;size=81	0.6437	0.6441	0.6437	0.6441	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
5a8219aaa3f77e29091eedc7107f7ce7824f5c28;size=12	0.9228	0.9277	0.9349	0.94	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
2a25802b61a8c9d9fdaece8e9c625caa03f8f41a;size=49	0.944	0.9467	0.9527	0.9555	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
57dc2bd9562c9a2c6393d76568a5e107f8081ea8;size=19	0.4577	0.4593	0.9819	0.9855	Eukaryota;SAR;Alveolata;Perkinsea
d09427738a5c9b7f7f01e7331caef92c4cf0a601;size=45	0.7581	0.7639	0.7614	0.7672	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
209787ddca2df1272c3806cad96f17121bc1a747;size=12	0.9023	0.9076	0.9032	0.9086	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
abe695fbfb16debca8f457abfa6fb9b8a39f1e08;size=58	0.8284	0.8456	0.9644	0.9844	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
511329055507afd80a3d2f36c8164e689d84d275;size=26	0.7083	0.7091	0.7083	0.7091	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
f97cd8b7ef9b128ada99772d2f8565ec8bc51128;size=44	0.9409	0.9415	0.9697	0.9703	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
7160ddb46d88f940f30b56df4b3596d03bf9345e;size=225	0.9373	0.9448	0.9676	0.9752	Eukaryota;SAR;Alveolata;Perkinsea
84da2c22d92df0d7c97980b0e328ad5d2581d743;size=12	0.7916	0.7958	0.9624	0.9675	Eukaryota;SAR;Alveolata;Perkinsea
ea86acec6e81392585936a673fd4dcbfc4a8a147;size=91	0.5394	0.5529	0.935	0.9584	Eukaryota;SAR;Alveolata;Perkinsea
9ddc8df6ee6b04528d4dab40978aedc85bf54be4;size=19	0.5692	0.5772	0.9568	0.9704	Eukaryota;SAR;Alveolata;Perkinsea
21391fe96a76d7f60c9cd58f4c1fba11c9282d9c;size=113	0.7281	0.7304	0.9957	0.9987	Eukaryota;SAR;Alveolata;Perkinsea
5b0bc3a43f7994598c209be6b4a0be2293cdd1fe;size=24	0.8067	0.8087	0.9576	0.96	Eukaryota;SAR;Alveolata;Perkinsea
bb47ab23a514336ea99e8853316dd2c9ca802a30;size=494	0.9033	0.9483	0.9373	0.984	Eukaryota;SAR;Alveolata;Perkinsea
eb7c9457129d865d2bf5147162c160dcf3f0e58e;size=23	0.7366	0.7496	0.9607	0.9776	Eukaryota;SAR;Alveolata;Perkinsea
233188ec559e916ddc126e8555a7c819669d8509;size=17	0.8741	0.8828	0.8741	0.8828	Eukaryota;SAR;Alveolata;Perkinsea;PERK04;Marine environmental sequence
ca35c6a4fde6e0b60de4dfff37278c4d460c64d7;size=1630	0.9583	0.9678	0.9583	0.9678	Eukaryota;SAR;Alveolata;Perkinsea;PERK04;Marine environmental sequence
d4e6ab1430e32593362fb89656986ee33fd700ff;size=13	0.9681	0.9726	0.9735	0.978	Eukaryota;SAR;Alveolata;Perkinsea
11815dfd2b5c8654f552aa52ed1040ee63259902;size=84	0.9192	0.9231	0.9194	0.9233	Eukaryota;SAR;Alveolata;Perkinsea
7901e578478a97e38ebbab92918d1ca281cff768;size=27	0.9625	0.9625	0.9873	0.9873	Eukaryota;SAR;Alveolata;Perkinsea;NAG01
2d3c9c7d9f729d2fe1c3f88eaa80b3fc185db905;size=3198	0.9418	0.9467	0.9418	0.9467	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence
35df8dcabfca2efb2dc547230f11a1467aa174af;size=24	0.71	0.7112	0.71	0.7113	Eukaryota;SAR;Alveolata;Perkinsea;NAG01
e4bc52ebf7ef273d234faeaa24a88bb411cd21a6;size=72	0.8137	0.8532	0.9075	0.9516	Eukaryota;SAR;Alveolata;Perkinsea;NAG01
b18d79e063617485b394f65fc70855e8fa0bd9af;size=98	0.71	0.7109	0.8565	0.8576	Eukaryota;SAR;Alveolata;Perkinsea;NAG01
b8ad193dc80b1218af10410b2531d994bddfc216;size=282	0.9673	0.9755	0.9673	0.9755	Eukaryota;SAR;Alveolata;Perkinsea;NAG01
f12ef025a9bafb5f4918f956e4f711a98950b5b4;size=28	0.5392	0.5401	0.9324	0.9339	Eukaryota;SAR;Alveolata;Perkinsea
98f16c879bf2946f91cd4c5686642e24bdb86ee3;size=11	0.8631	0.8644	0.9516	0.9531	Eukaryota;SAR;Alveolata;Perkinsea
a2820f2924165fb9bcffce4b1325c4c035aecc93;size=11	0.7265	0.7371	0.7265	0.7371	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence
ae700261183299782b68cb6c49a3b8db8cb4cc1e;size=12284	0.7268	0.7284	0.9618	0.9638	Eukaryota;SAR;Alveolata;Perkinsea;PERK01
ee1feb8bcf56fcda0911664916c8f3bef92d8772;size=13	0.8169	0.8251	0.8169	0.8251	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence
8d3397eaaab437d4a98f323b0d2d626b10130c58;size=286	0.7944	0.8127	0.9623	0.9845	Eukaryota;SAR;Alveolata;Perkinsea
c7e211b87c72d0d91ad039bffab64de273995ae6;size=15	0.9343	0.9343	0.9343	0.9343	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence
3c579b6aa500cc52a1a5376e9619bafc27402d22;size=21	0.5713	0.5764	0.5713	0.5764	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence
1c0c059bb7e472b76d52f3c87315fc1289ebc2b7;size=10	0.7758	0.7788	0.9629	0.9668	Eukaryota;SAR;Alveolata;Perkinsea;PERK01
700a7c681d251ee6ab12cbac6732258d148f2aec;size=33	0.8259	0.8715	0.9352	0.9868	Eukaryota;SAR;Alveolata;Perkinsea
d15e8f007283f67b07e2e0b087139133fa47bb37;size=10	0.7826	0.8023	0.9695	0.9938	Eukaryota;SAR;Alveolata;Perkinsea
d1aa2a454c02e0d54b53fd26274f45cd06621e7f;size=29	0.9133	0.9249	0.9197	0.9314	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
f5e22f2fc300ba54acf73613549cc4c73015e8d5;size=28	0.9065	0.932	0.9065	0.932	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
e9a832059ad6b875b9f2b12af92767610c9e0453;size=882	0.9391	0.9448	0.9392	0.9449	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
55287a366b5a34bc615154c0805b2ffa3596d1cc;size=36	0.9445	0.9517	0.9446	0.9518	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
d484da5b2802c6d4588dfd0bf7520d82d2279e93;size=694	0.8538	0.8547	0.9494	0.9504	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
c2776454c75cd29667467c94f9163729a15da28c;size=16	0.9907	0.9907	0.9907	0.9907	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
3f00f20c50db20b7e06f3e75a0fbe1a28c28d092;size=16	0.9842	0.9858	0.9842	0.9858	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
004a36f8c51bc6347ac32c840195fb799bb9e743;size=23	0.9222	0.9229	0.9709	0.9716	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
7661f1ab87e4ffa8a00480adba9267fceb90b243;size=13	0.9633	0.9633	0.9633	0.9633	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
456390e3b1cfba783865cc8a2784746da3e1ace6;size=16	0.9679	0.9682	0.9679	0.9682	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
03fa9216b4b00dc9ee4a63cec59717162816e8cd;size=117	0.9678	0.968	0.9678	0.968	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
bc3b115a452bb97e7ad3f0f8763f3b4116f68a21;size=18	0.9702	0.9703	0.9702	0.9703	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
d58488c0930df0672bb13218514a148926803102;size=37	0.9724	0.9724	0.9724	0.9724	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
f289f695c54a40c424438a76d9bad86f5694ece6;size=55	0.9535	0.9535	0.9535	0.9535	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
8662c431bcebcaca7f8a4efc28ff1aaa2a5157b1;size=10	0.962	0.962	0.962	0.962	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
91243faa3100e752f0ecb02e0800b9227a8bb5a6;size=480	0.4427	0.4459	0.9173	0.9239	Eukaryota;SAR;Alveolata;Perkinsea
eb55f88d6839582d86488e7d038b61d5abf6e72a;size=61	0.8203	0.8203	0.9503	0.9503	Eukaryota;SAR;Alveolata;Perkinsea
3c9dac6161d0749730038294e96f384c2645d6c0;size=31	0.919	0.919	0.9561	0.9561	Eukaryota;SAR;Alveolata;Perkinsea
c4639843e947448f56d9018ab30b4423bd9f336b;size=15	0.9476	0.9476	0.9722	0.9722	Eukaryota;SAR;Alveolata;Perkinsea
d9a818779d6d5f61884294cb932e14f530853e0e;size=90	0.5059	0.5059	0.5059	0.5059	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae
ecd22ead4b02fb1264edb6e8dc0200443005e432;size=172	0.7477	0.7477	0.926	0.926	Eukaryota;SAR;Alveolata;Perkinsea
bcf161f85092817a43fe7e7dc426762839dd3a02;size=12	0.8336	0.8336	0.9917	0.9917	Eukaryota;SAR;Alveolata;Perkinsea
0a6c3456c503d924b7b6cd608a5ddd5f68fca59f;size=103	0.8775	0.8775	0.9258	0.9258	Eukaryota;SAR;Alveolata;Perkinsea
43b50e4df4b4e5c10ec4785db3c7d76feff11264;size=8526	0.9593	0.9659	0.9595	0.966	Eukaryota;SAR;Alveolata;Perkinsea
1f1135e0be5c7bedd20fb267611f8e40af96d954;size=17	0.8397	0.8397	0.9717	0.9717	Eukaryota;SAR;Alveolata;Perkinsea
a74b115a8666f84c0dc7f0b61e6c5b634d2039fa;size=22	0.9694	0.9695	0.9694	0.9695	Eukaryota;SAR;Alveolata;Perkinsea
1bef713477b7e7aae5ae3113344576f9359830d7;size=2428	0.4537	0.4562	0.9183	0.9234	Eukaryota;SAR;Alveolata;Perkinsea
e9e3995cc4d7a5e1260b19f6644cb842d26b444d;size=23	0.8256	0.8256	0.9819	0.9819	Eukaryota;SAR;Alveolata;Perkinsea
f1168e86dc9f1a58939203d94ccdbacbe959b0a7;size=14	0.5646	0.5646	0.5647	0.5647	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae
87ca2c8e6ed2d828b8235ea3fe22df477b58da5e;size=1224	0.5172	0.5172	0.9237	0.9237	Eukaryota;SAR;Alveolata;Perkinsea
12016d0334f868417c10980db919465aaae5fe7e;size=49	0.6812	0.6817	0.9294	0.9301	Eukaryota;SAR;Alveolata;Perkinsea
2947003a5e349caf3bbd7a453930f826e6d6abea;size=45	0.7783	0.7783	0.954	0.954	Eukaryota;SAR;Alveolata;Perkinsea
