project	sample	nasvs	nreads	latitude	longitude	environment	subcategory	subcategory_old
PRJNA385736	SRR6401167	1561	112647	-28.50127	-169.99722	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6401168	2373	110850	-28.50127	-169.99722	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6401174	2641	75416	-28.50127	-169.99722	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401187	565	213021	-34.50183	-170.00213	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6401195	1351	119661	-52.503917	-169.996817	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6401196	1405	210907	-52.503917	-169.996817	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6401201	776	70309	-52.503917	-169.996817	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6401229	1532	76290	-39.51513	-172.4141	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6401230	1048	113577	-39.51513	-172.4141	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6401235	1597	90691	-31.00057	-169.99582	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6401237	581	186783	-31.00057	-169.99582	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6401238	1573	124822	-31.00057	-169.99582	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6401240	592	81111	-31.00057	-169.99582	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6401248	946	107443	-45.176767	-172.73455	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6401251	1412	62104	-46.328533	-171.373367	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6401253	1965	119140	-46.328533	-171.373367	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6401254	1544	72819	-46.328533	-171.373367	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6401269	735	77979	-48.9954	-170.0036	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6401285	3024	87639	-14.27988	-169.996	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401298	1304	69388	-42.75055	-174.647533	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6401305	980	113298	-42.39617	-174.40893	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6401306	770	166718	-42.39617	-174.40893	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6401324	1644	71388	-18.610732	146.486807	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401326	1556	59880	-18.610732	146.486807	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401328	1640	88124	-18.574387	146.496432	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401330	1438	62610	-18.574387	146.496432	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401332	1279	71368	-18.574387	146.496432	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401335	801	59983	-31.86111	115.7542	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401339	1188	75097	-31.86111	115.7542	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401344	1651	65313	-31.86111	115.7542	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401347	455	11628	-31.86344	115.7076	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401349	1185	117032	-31.86344	115.7076	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401377	1162	83810	-62.49885	-169.9932	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6401378	1484	83405	-62.49885	-169.9932	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6401383	1302	63001	-62.49885	-169.9932	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6401388	1305	81095	-31.86111	115.7542	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401396	1778	68094	-18.610732	146.486807	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401398	2341	101087	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401400	1861	47707	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401402	2321	82973	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401404	1855	67664	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401411	549	8634	-31.86344	115.7076	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401413	341	5286	-31.86344	115.7076	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401444	1872	109441	-62.002633	-170.004967	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6401448	528	163115	-62.002633	-170.004967	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6401450	1549	131292	-62.002633	-170.004967	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6401451	1024	94450	-62.002633	-170.004967	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6401465	1241	115863	-57.502917	-170.006333	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6401471	1590	155561	-58.00085	-170.01025	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6401489	1522	80001	-31.86344	115.7076	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401491	1310	82888	-31.86344	115.7076	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401493	941	61066	-31.86111	115.7542	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401497	1754	59464	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401499	2154	131316	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401514	1655	81234	-31.86344	115.7076	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401516	988	118904	-31.86344	115.7076	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401518	819	6955	-31.86111	115.7542	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401520	780	9995	-31.86111	115.7542	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401534	485	116131	-63.990333	-170.04835	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6401553	1911	39535	-31.86111	115.7542	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401559	1026	22322	-31.86344	115.7076	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401563	1283	60712	-31.86344	115.7076	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401564	1538	72944	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401590	2063	54378	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401592	1703	56641	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401594	2394	88655	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401600	1426	121042	-31.86344	115.7076	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401605	2522	173039	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401608	1920	118114	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401633	2669	121576	-31.86111	115.7542	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401645	139	20183	-61.4919	-169.997583	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6401648	2263	99424	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401674	2206	73307	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401676	2272	84882	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401678	2693	78399	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401680	2169	114301	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401682	1714	129164	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401697	1846	48082	-31.86111	115.7542	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401699	1229	89586	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401700	1533	106705	-31.86111	115.7542	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401704	1049	107673	-31.86111	115.7542	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401708	1225	133970	-31.86344	115.7076	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401719	243	30139	-64.50175	-170.003333	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6401746	2094	75949	-18.574387	146.496432	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401765	1922	44866	-31.86111	115.7542	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401767	1450	70035	-31.86344	115.7076	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR6401773	1590	52741	-18.610732	146.486807	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401776	589	76001	-57.0067	-169.999167	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6401780	1344	93783	-57.0067	-169.999167	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6401782	562	149668	-56.495217	-170.013367	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6401783	669	152160	-56.495217	-170.013367	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6401785	1609	73166	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471204	634	102136	-60.7205	128.184167	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471205	762	99131	-61.562	126.566833	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471206	923	153841	-56.915667	134.086333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471208	636	131327	-58.803167	131.372167	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471209	750	140333	-59.689833	129.959167	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471210	1295	125109	-53.187833	138.5465	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471211	884	84487	-54.400167	137.205833	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471212	998	147975	-55.002	136.504	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471213	1080	143414	-55.8745	135.438333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471214	527	357787	-62.517333	82.025	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471215	1100	152408	-62.533	83.900333	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471244	1042	128221	-62.533	82.011	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471245	644	221506	-63.95155	83.140217	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471246	831	118314	-64.345	83.536	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471248	859	198343	-65.180667	85.226333	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471249	728	177112	-65.1605	91.637833	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471250	384	93813	-64.310583	89.803133	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471275	435	96845	-1.50055	-168.74968	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6471277	1614	82391	-1.50055	-168.74968	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6471292	762	129093	-64.501	120.862167	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471293	519	103495	-64.107167	120.8335	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471294	843	130311	-63.150667	123.287833	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471295	890	155689	-62.3535	125.021667	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471296	808	109071	-64.744	120.389667	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471300	75	5569	-8.99877	-168.87517	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6471309	1909	63500	-9.92345	-169.63012	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6471311	964	222858	-64.645	84.331667	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471312	773	156006	-63.129667	87.259917	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471316	744	99203	-13.50338	-170.00263	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6471351	1617	157454	-58.653083	80.142833	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471352	1309	165746	-59.3435	81.071167	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471353	1523	165138	-60.36105	82.536783	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471354	782	213515	-61.1905	83.866333	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471376	643	91306	-2.00113	-168.7501	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471404	90	7443	-5.9993	-168.75133	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6471418	1440	175309	-5.50222	-168.75042	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471421	657	97214	-4.99815	-168.75025	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6471429	859	80453	-12.9974	-169.99823	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471432	664	98502	-12.9974	-169.99823	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6471438	924	62287	-12.49798	-169.99903	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471455	595	167235	-3.9948	-168.75178	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6471461	518	149935	-3.50138	-168.75058	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6471473	942	108455	-58.04	132.198	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471482	77	2874	-2.50042	-168.75052	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6471505	2341	206190	-48.107	143.579333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471511	1766	128944	-4.99815	-168.75025	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6471514	740	160990	-4.50045	-168.75017	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6471515	1280	136197	-52.4465	139.322	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471516	1720	200649	-51.230167	140.529167	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR6471518	1627	82122	-4.99815	-168.75025	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR6471526	716	112245	-59.984617	86.76755	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6471530	763	106955	-7.49845	-168.75027	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6471532	1287	79319	-7.49845	-168.75027	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6471536	799	103540	-7.00215	-168.75268	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6471556	467	51709	-11.99465	-170.00237	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6471558	1010	58964	-11.99465	-170.00237	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR6471570	359	26018	-8.4942	-168.75123	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6471575	414	68498	-10.49813	-169.9985	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR6471577	352	29306	-9.92345	-169.63012	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR7033323	763	106955	-7.49845	-168.75027	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR7033327	1287	79319	-7.49845	-168.75027	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR7033342	595	167235	-3.9948	-168.75178	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR7033358	859	80453	-12.9974	-169.99823	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR7033364	664	98502	-12.9974	-169.99823	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR7033397	352	29306	-9.92345	-169.63012	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR7033454	518	149935	-3.50138	-168.75058	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR7033464	924	62287	-12.49798	-169.99903	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR7033479	359	26018	-8.4942	-168.75123	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR7033518	414	68498	-10.49813	-169.9985	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR7033527	740	160990	-4.50045	-168.75017	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR7033542	1766	128944	-4.99815	-168.75025	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR7033590	467	51709	-11.99465	-170.00237	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR7033598	77	2874	-2.50042	-168.75052	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR7033623	90	7443	-5.9993	-168.75133	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR7033668	1627	82122	-4.99815	-168.75025	Marine	Bathypelagic zone	marine_bathypelagic
PRJNA385736	SRR7033670	1440	175309	-5.50222	-168.75042	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033672	657	97214	-4.99815	-168.75025	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR7033689	1010	58964	-11.99465	-170.00237	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR7033696	75	5569	-8.99877	-168.87517	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR7033720	744	99203	-13.50338	-170.00263	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR7033735	799	103540	-7.00215	-168.75268	Marine	Abyssal zone	marine_abyssal
PRJNA385736	SRR7033767	1909	63500	-9.92345	-169.63012	Marine	Mesopelagic zone	marine_mesopelagic
PRJNA385736	SRR7033777	1774	53238	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033789	1246	21655	-35.8322	136.4473	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033795	2279	73032	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033796	1672	34400	-12.4	130.768	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033802	1318	30667	-12.4	130.768	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033805	1602	35873	-12.4	130.768	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033841	2823	70248	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033844	2800	63158	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033846	2237	60597	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033862	1983	48389	-32	115.4167	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033870	1575	91633	-35.8322	136.4473	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033889	974	36501	-34.1192	151.2267	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033900	972	31531	-32	115.4167	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033909	1372	54434	-32	115.4167	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033911	1663	45104	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033919	2075	45145	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033958	1716	71775	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033962	2189	70399	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033968	1112	40350	-34.1192	151.2267	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033969	2103	31047	-34.1192	151.2267	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033971	1876	56729	-34.1192	151.2267	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033985	961	28922	-12.4	130.768	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7033988	887	87399	-12.4	130.768	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034004	1865	54593	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034039	1512	13618	-35.8322	136.4473	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034051	1502	46031	-12.4	130.768	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034072	1730	73047	-12.4	130.768	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034081	1285	34304	-34.1192	151.2267	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034084	2200	36226	-34.1192	151.2267	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034098	1912	68367	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034107	1782	55057	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034111	1926	62776	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034136	1907	59423	-35.8322	136.4473	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034197	3109	102087	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034206	2632	98029	-34.1192	151.2267	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034211	2281	55255	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034217	1994	52985	-12.4	130.768	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034218	1463	39768	-12.4	130.768	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034222	1576	36615	-12.4	130.768	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034232	1638	23749	-27.345	153.562	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034264	2124	29799	-34.1192	151.2267	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034268	1186	16023	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR7034273	1781	27996	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR7034274	1509	14280	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR7034283	2181	64956	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034288	1360	49196	-32	115.4167	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034295	1543	29113	-32	115.4167	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034299	1451	22836	-18.610732	146.486807	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR7034303	1481	38895	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034306	1303	15344	-18.610732	146.486807	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR7034310	1606	40805	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034312	1456	46716	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034327	1635	38737	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034329	1429	34591	-19.3085	147.6184	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034333	1541	75330	-19.3085	147.6184	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034348	1717	42421	-32	115.4167	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034354	1707	33394	-32	115.4167	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034361	1726	58269	-18.574387	146.496432	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034367	1981	63231	-18.610732	146.486807	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034381	1625	79084	-19.3085	147.6184	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034384	1369	54287	-19.3085	147.6184	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034393	1351	36100	-18.574387	146.496432	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR7034396	1333	18073	-18.574387	146.496432	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR7034402	1351	62341	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034407	1298	54043	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034415	2184	49917	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034416	1750	41526	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034425	2481	82746	-32	115.4167	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034436	1093	12624	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR7034439	1053	11258	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR7034441	947	21611	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR7034447	2111	51846	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034448	797	13428	-18.574387	146.496432	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR7034462	2372	66197	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034472	2560	70391	-27.345	153.562	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034494	960	21722	-18.610732	146.486807	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034534	1043	17259	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR7034539	1299	30666	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034548	2499	43906	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034552	929	17862	-18.574387	146.496432	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR7034561	1388	24196	-32	115.4167	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034568	1288	79345	-42.5967	148.2333	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034579	1581	35400	-18.610732	146.486807	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR7034585	1111	16591	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR7034586	1396	17653	-19.154109	146.6426	Marine	Marine sediment	marine_sediment
PRJNA385736	SRR7034594	1480	57769	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034597	2806	104561	-19.154109	146.6426	Marine	Epipelagic zone	marine_epipelagic
PRJNA385736	SRR7034640	2838	53836	-34.1192	151.2267	Marine	Epipelagic zone	marine_epipelagic
