project	sample	nasvs	nreads	latitude	longitude	environment	subcategory	subcategory_old
PRJEB24000	ERR2232123	455	30946	51.65793	-128.144263	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232126	407	27420	51.65793	-128.144263	Marine	Epipelagic zone	marine_epipelagic
PRJEB24000	ERR2232127	245	42319	51.64527	-128.149286	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232128	514	24782	51.64527	-128.149286	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232130	142	39968	51.64527	-128.149286	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232133	223	35282	51.64527	-128.149286	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232135	534	31815	51.64527	-128.149286	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232136	453	10706	51.64527	-128.149286	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232137	511	34480	51.64527	-128.149286	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232138	513	51670	51.64527	-128.149286	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232139	512	49846	51.64527	-128.149286	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232140	513	29448	51.64527	-128.149286	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232142	1128	39621	51.64527	-128.149286	Marine	Epipelagic zone	marine_epipelagic
PRJEB24000	ERR2232143	1109	44488	51.64527	-128.149286	Marine	Epipelagic zone	marine_epipelagic
PRJEB24000	ERR2232147	244	42809	51.640329	-128.148655	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232148	263	29010	51.640329	-128.148655	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232149	205	34737	51.640329	-128.148655	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232150	261	47437	51.640329	-128.148655	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232151	208	55060	51.640329	-128.148655	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232152	305	42087	51.640329	-128.148655	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232156	193	43115	51.640329	-128.148655	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232157	200	46904	51.640329	-128.148655	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232158	177	50933	51.640329	-128.148655	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232160	120	10973	51.640329	-128.148655	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232162	1150	41735	51.640329	-128.148655	Marine	Epipelagic zone	marine_epipelagic
PRJEB24000	ERR2232167	231	13066	51.662943	-128.137532	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232168	146	3318	51.662943	-128.137532	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232169	459	33125	51.662943	-128.137532	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232170	277	33537	51.662943	-128.137532	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232171	403	43039	51.662943	-128.137532	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232172	545	53819	51.662943	-128.137532	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232173	987	51071	51.662943	-128.137532	Marine	Epipelagic zone	marine_epipelagic
PRJEB24000	ERR2232174	938	49457	51.662943	-128.137532	Marine	Epipelagic zone	marine_epipelagic
PRJEB24000	ERR2232175	876	45902	51.662943	-128.137532	Marine	Epipelagic zone	marine_epipelagic
PRJEB24000	ERR2232179	921	19062	51.647147	-128.146446	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232180	1009	24734	51.647147	-128.146446	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232181	308	24750	51.647147	-128.146446	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232182	435	33150	51.647147	-128.146446	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232183	561	29801	51.647147	-128.146446	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232184	375	42448	51.647147	-128.146446	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232185	843	21801	51.647147	-128.146446	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232187	720	20883	51.647147	-128.146446	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232188	748	13520	51.647147	-128.146446	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232189	870	36837	51.647147	-128.146446	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232190	638	13863	51.647147	-128.146446	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232192	563	39714	51.65793	-128.144263	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232193	393	43364	51.65793	-128.144263	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232194	522	35023	51.65793	-128.144263	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232196	593	32738	51.65793	-128.144263	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232197	561	40022	51.65793	-128.144263	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232198	807	30459	51.65793	-128.144263	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232201	535	36254	51.65793	-128.144263	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232203	638	36888	51.65793	-128.144263	Marine	Marine sediment	marine_sediment
PRJEB24000	ERR2232204	583	34734	51.65793	-128.144263	Marine	Marine sediment	marine_sediment
PRJEB24144	ERR2232242	565	41384	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232243	884	31838	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232244	1213	36625	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232245	1090	37265	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232248	698	50906	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232249	703	31687	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232250	532	47639	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232251	882	41415	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232252	828	40825	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232253	1142	41522	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232254	719	46343	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232256	616	44539	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232257	570	55529	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232258	958	49343	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232260	823	47643	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232262	736	38100	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232263	706	43223	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232264	1329	48500	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232265	432	32016	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232266	380	51330	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232267	457	48482	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232269	1018	42479	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232270	1267	153385	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232271	1243	233555	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232272	760	589287	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232273	1196	166068	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232274	1160	314418	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24144	ERR2232275	600	35449	59.845083	-112.253783	Land water	Other land water	other_sediment
PRJEB24049	ERR2232351	1962	672321	57.147611	-111.544	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232352	3099	697312	57.147611	-111.544	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232353	1411	714798	57.147611	-111.544	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232354	1595	949839	57.147611	-111.544	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232355	2424	396482	57.147611	-111.544	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232356	2355	352245	57.147611	-111.544	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232357	1243	920081	57.147611	-111.544	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232358	836	620944	57.147611	-111.544	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232359	604	303565	57.147611	-111.544	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232360	1324	1017540	57.147611	-111.544	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232361	1623	902453	57.147611	-111.544	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232362	1195	891462	57.147611	-111.544	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232363	2296	470253	57.019578	-111.728472	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232364	2085	465470	57.019578	-111.728472	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232365	2357	472895	57.019578	-111.728472	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232366	2301	497427	57.019578	-111.728472	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232367	1833	705059	57.019578	-111.728472	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232368	1289	343539	57.019578	-111.728472	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232369	1664	541856	56.996253	-111.614222	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232370	976	306029	56.996253	-111.614222	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232371	1083	628889	56.996253	-111.614222	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232372	765	126627	56.996253	-111.614222	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232373	469	353656	56.996253	-111.614222	Soil	Temperate soil	soil_temperate
PRJEB24049	ERR2232374	797	188581	56.996253	-111.614222	Soil	Temperate soil	soil_temperate
PRJEB24133	ERR2232774	499	74187	-35.69255896	-57.95424786	Land water	Lake	freshwater_lake
PRJEB24133	ERR2232775	612	178874	-35.5824083	-58.04184167	Land water	Lake	freshwater_lake
PRJEB24133	ERR2232776	100	118408	-36.93916667	-62.32616667	Land water	Lake	freshwater_lake
PRJEB24133	ERR2232777	191	122338	-37.89431667	-62.5471	Land water	Lake	freshwater_lake
PRJEB24133	ERR2232778	130	101500	-34.65883333	-61.02178333	Land water	Lake	freshwater_lake
PRJEB24133	ERR2232779	270	77881	-37.6020306	-57.811575	Land water	Lake	freshwater_lake
PRJEB24133	ERR2232780	257	88044	-38.52261667	-60.14035	Land water	Lake	freshwater_lake
PRJEB24133	ERR2232781	516	21980	-37.6495	-57.405	Land water	Lake	freshwater_lake
PRJEB24133	ERR2232782	124	12307	-36.95	-56.98	Land water	Lake	freshwater_lake
PRJEB24133	ERR2232783	583	61326	-35.54511434	-58.10668095	Land water	Lake	freshwater_lake
PRJEB24091	ERR2233086	1285	200900	40.7511111	-3.881944444	Soil	Temperate soil	soil_temperate
PRJEB24091	ERR2233087	1685	202553	40.75	-3.881666667	Soil	Temperate soil	soil_temperate
PRJEB24091	ERR2233088	1377	165611	40.7508333	-3.884722222	Soil	Temperate soil	soil_temperate
PRJEB24091	ERR2233089	1324	150374	40.7508333	-3.885277778	Soil	Temperate soil	soil_temperate
PRJEB24091	ERR2233090	839	158774	40.7511111	-3.886111111	Soil	Temperate soil	soil_temperate
PRJEB24091	ERR2233092	730	167977	40.7513889	-3.886666667	Soil	Temperate soil	soil_temperate
PRJEB24091	ERR2233093	1313	164784	40.75	-3.888333333	Soil	Temperate soil	soil_temperate
PRJEB24091	ERR2233097	999	153318	40.7475	-3.890277778	Soil	Temperate soil	soil_temperate
PRJEB24091	ERR2233099	1329	70665	40.7472222	-3.89	Soil	Temperate soil	soil_temperate
PRJEB24091	ERR2233100	791	66797	40.7461111	-3.891666667	Soil	Temperate soil	soil_temperate
PRJEB24091	ERR2233101	1292	160668	40.7513889	-3.881666667	Soil	Temperate soil	soil_temperate
PRJEB24091	ERR2233103	1280	92231	40.7513889	-3.881666667	Soil	Temperate soil	soil_temperate
PRJEB24091	ERR2233105	657	102713	40.7513889	-3.881666667	Soil	Temperate soil	soil_temperate
PRJEB24091	ERR2233106	1536	166825	40.7513889	-3.881666667	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233108	1549	13843	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233110	1437	26163	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233111	1359	23708	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233112	1305	24580	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233113	1531	21376	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233114	1551	17826	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233115	1552	19622	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233116	1495	17430	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233117	1531	21914	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233118	1411	17767	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233119	1700	22739	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233120	1502	22432	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233121	1644	20152	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233122	1578	21392	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233124	798	34319	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233125	1830	25994	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233126	1787	24874	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233127	739	31884	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233130	1460	26160	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233131	1034	33128	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233132	1652	21582	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233133	925	20431	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233134	1641	29535	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233135	825	21171	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233136	1589	25820	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233137	1400	19627	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233139	692	27342	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233140	1439	25621	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233141	1530	21914	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233142	958	25940	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233143	833	24704	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233144	994	38446	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233145	1370	26471	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233146	1984	24008	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233147	1062	25388	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233148	1931	24873	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233149	1177	27585	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233150	1878	29361	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233151	1682	27711	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233152	626	41110	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233153	849	28024	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233154	1611	25254	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233155	1361	20887	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233157	305	39767	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233158	901	31033	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233160	1439	36282	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233161	1376	35919	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233162	1096	28817	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233163	1732	20523	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233164	989	26498	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233165	1852	26819	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233166	1432	37836	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233168	898	37782	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233169	1860	30894	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233170	1547	28400	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233171	801	23191	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233175	1106	38270	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233178	1211	39279	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233179	769	20089	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233180	1774	31276	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233181	1655	38922	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233183	896	39565	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233184	1412	28624	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233185	1695	27617	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233188	757	28553	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233190	770	22429	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233193	1435	37993	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24098	ERR2233197	1886	32528	47	6.9	Soil	Temperate soil	soil_temperate
PRJEB24160	ERR2233515	2333	235357	28.46666667	-16.25	Soil	Temperate soil	soil_temperate
PRJEB24160	ERR2233516	2651	271092	28.46666667	-16.25	Soil	Temperate soil	soil_temperate
PRJEB24160	ERR2233517	1808	136537	28.46666667	-16.25	Soil	Temperate soil	soil_temperate
PRJEB24160	ERR2233518	1609	87202	28.46666667	-16.25	Soil	Temperate soil	soil_temperate
PRJEB24160	ERR2233520	1677	133173	28.46666667	-16.25	Soil	Temperate soil	soil_temperate
PRJEB24160	ERR2233521	1192	126726	28.46666667	-16.25	Soil	Temperate soil	soil_temperate
PRJEB24160	ERR2233522	1690	104414	28.46666667	-16.25	Soil	Temperate soil	soil_temperate
PRJEB24160	ERR2233523	2055	229051	28.46666667	-16.25	Soil	Temperate soil	soil_temperate
PRJEB24160	ERR2233524	1300	209864	28.46666667	-16.25	Soil	Temperate soil	soil_temperate
PRJEB24160	ERR2233525	1515	71414	28.46666667	-16.25	Soil	Temperate soil	soil_temperate
PRJEB24184	ERR2234425	1070	135232	10.98333333	-85.43333333	Land water	Other land water	other_bromeliads
PRJEB24184	ERR2234427	1524	232439	10.98333333	-85.43333333	Land water	Other land water	other_bromeliads
PRJEB24184	ERR2234428	763	82300	10.98333333	-85.43333333	Land water	Other land water	other_bromeliads
PRJEB24184	ERR2234429	1114	153636	10.98333333	-85.43333333	Land water	Other land water	other_bromeliads
PRJEB24184	ERR2234430	1215	126794	10.98333333	-85.43333333	Land water	Other land water	other_bromeliads
PRJEB24184	ERR2234431	1344	165745	10.98333333	-85.43333333	Land water	Other land water	other_bromeliads
PRJEB24184	ERR2234432	1257	217303	10.98333333	-85.43333333	Land water	Other land water	other_bromeliads
PRJEB24184	ERR2234433	1054	31170	10.98333333	-85.43333333	Land water	Other land water	other_bromeliads
PRJEB24184	ERR2234434	2039	128452	10.98333333	-85.43333333	Land water	Other land water	other_bromeliads
PRJEB24184	ERR2234436	563	102885	10.98333333	-85.43333333	Land water	Other land water	other_bromeliads
PRJEB24184	ERR2234437	1073	121089	10.98333333	-85.43333333	Land water	Other land water	other_bromeliads
PRJEB24184	ERR2234438	1053	4414	10.98333333	-85.43333333	Land water	Other land water	other_bromeliads
PRJEB24314	ERR2235890	723	23861	81.3669	-63.9571167	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235892	614	35829	81.3669	-63.9571167	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235894	837	22632	81.3669	-63.9571167	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235897	942	21061	81.3669	-63.9571167	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235898	976	22377	81.3669	-63.9571167	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235900	1051	31874	81.3669	-63.9571167	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235902	977	24608	81.3669	-63.9571167	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235904	976	36739	81.3669	-63.9571167	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2235906	910	18687	81.3669	-63.9571167	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2235908	963	23991	81.3669	-63.9571167	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2235909	1077	22817	81.3669	-63.9571167	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2235910	941	18341	81.3669	-63.9571167	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2235912	839	30814	81.3669	-63.9571167	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2235914	845	14146	81.3669	-63.9571167	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2235915	920	25018	81.3669	-63.9571167	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2235922	584	27137	80.80036667	-67.2971667	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235926	866	22468	80.80036667	-67.2971667	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235930	896	23132	80.80036667	-67.2971667	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235940	730	28534	79.99803333	-69.7568833	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235942	858	20768	79.99803333	-69.7568833	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235944	988	28160	79.99803333	-69.7568833	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235946	947	17392	79.99803333	-69.7568833	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235956	929	32545	79.35008333	-71.8651333	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235957	984	24678	79.35008333	-71.8651333	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235964	653	26984	79.35008333	-71.8651333	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235966	784	28611	79.35008333	-71.8651333	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235982	750	25086	79.00618333	-70.4913833	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2235986	893	25776	79.00618333	-70.4913833	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2235987	988	17443	79.00618333	-70.4913833	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2235990	445	21762	79.00093333	-73.2022167	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2236016	832	37350	79.00093333	-73.2022167	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236017	945	27575	79.00093333	-73.2022167	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236018	979	29655	79.00093333	-73.2022167	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236019	767	24613	79.00093333	-73.2022167	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236042	836	30334	77.32281667	-75.7026	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236047	1096	33532	77.32281667	-75.7026	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236050	660	33881	77.32281667	-75.7026	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236051	475	23355	77.32281667	-75.7026	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236053	615	42085	77.31671667	-76.0965667	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2236056	700	40751	77.31671667	-76.0965667	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2236058	539	45830	77.31671667	-76.0965667	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236059	1178	55377	77.31671667	-76.0965667	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236060	1258	38616	77.31671667	-76.0965667	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236069	646	14072	78.30066667	-74.53265	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236070	1444	48221	78.30066667	-74.53265	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236071	1642	60153	78.30066667	-74.53265	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236073	608	45228	79.55418333	-70.51405	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2236076	857	59436	79.55418333	-70.51405	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2236077	1177	56554	79.55418333	-70.51405	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2236078	1296	49830	79.55418333	-70.51405	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2236079	1350	50184	79.55418333	-70.51405	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2236081	653	40872	79.55418333	-70.51405	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2236083	769	42317	79.55418333	-70.51405	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2236088	822	76485	71.3798	-70.0712167	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236089	954	60821	71.3798	-70.0712167	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236090	1516	41117	71.3798	-70.0712167	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236096	949	63917	71.31225	-127.5810833	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236097	1139	52859	71.31225	-127.5810833	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236098	1563	41281	71.31225	-127.5810833	Marine	Mesopelagic zone	marine_mesopelagic
PRJEB24314	ERR2236101	663	48774	71.31225	-127.5810833	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2236109	572	40584	81.35011667	-62.7788167	Marine	Epipelagic zone	marine_epipelagic
PRJEB24314	ERR2236114	907	42076	81.35011667	-62.7788167	Marine	Epipelagic zone	marine_epipelagic
